---,ObjectType,Variant,Prefix,Suffix,bStripPrefixFromNonMatchingAssets,bStripSuffixFromNonMatchingAssets,Description
TextureGraph,"/Script/TextureGraph.TextureGraph","","TG_","","True","True",""
